order_id,order_number,customer_id,store_id,order_date,total_amount,payment_method,order_status,created_at
5348,ORD-2024-005348,3610,18,2024-05-04T20:23:55.804Z,3137.53,Credit Card,Shipped,2025-12-24 20:52:15
5349,ORD-2024-005349,7011,103,2024-05-04T15:57:51.407Z,1506.95,Credit Card,Processing,2025-12-24 20:52:15
5350,ORD-2024-005350,10397,111,2024-05-04T20:21:49.213Z,2507.41,Debit Card,Completed,2025-12-24 20:52:15
5351,ORD-2024-005351,7012,105,2024-05-04T22:40:24.660Z,1309.62,Credit Card,Processing,2025-12-24 20:52:15
5352,ORD-2024-005352,687,133,2024-05-04T18:30:28.805Z,678.82,Debit Card,Completed,2025-12-24 20:52:15
5353,ORD-2024-005353,660,90,2024-05-04T23:35:41.893Z,1355.53,Google Pay,Completed,2025-12-24 20:52:15
5354,ORD-2024-005354,4926,59,2024-05-04T17:42:11.457Z,1431.03,Credit Card,Processing,2025-12-24 20:52:15
5355,ORD-2024-005355,8903,148,2024-05-04T18:01:03.657Z,2310.01,Cash,Cancelled,2025-12-24 20:52:15
5356,ORD-2024-005356,11353,23,2024-05-04T20:22:11.537Z,2171.37,Debit Card,Cancelled,2025-12-24 20:52:15
5357,ORD-2024-005357,11276,86,2024-05-04T07:48:44.034Z,307.58,Apple Pay,Completed,2025-12-24 20:52:15
5358,ORD-2024-005358,1371,43,2024-05-04T14:12:46.544Z,631.63,Credit Card,Shipped,2025-12-24 20:52:15
5359,ORD-2024-005359,6028,67,2024-05-04T18:48:26.026Z,255.56,PayPal,Completed,2025-12-24 20:52:15
5360,ORD-2024-005360,2256,113,2024-05-04T19:24:12.057Z,405.23,Debit Card,Completed,2025-12-24 20:52:15
5361,ORD-2024-005361,7376,60,2024-05-04T12:49:21.302Z,2134.33,Cash,Cancelled,2025-12-24 20:52:15
5362,ORD-2024-005362,3121,131,2024-05-04T18:15:50.695Z,488.42,Credit Card,Processing,2025-12-24 20:52:15
5363,ORD-2024-005363,10584,139,2024-05-04T22:01:52.103Z,1910.68,Debit Card,Processing,2025-12-24 20:52:15
5364,ORD-2024-005364,5021,130,2024-05-05T03:53:03.945Z,1600.96,Google Pay,Completed,2025-12-24 20:52:15
5365,ORD-2024-005365,1674,33,2024-05-05T07:37:42.359Z,2826.71,Google Pay,Completed,2025-12-24 20:52:15
5366,ORD-2024-005366,3745,3,2024-05-04T22:50:45.300Z,418.51,PayPal,Completed,2025-12-24 20:52:15
5367,ORD-2024-005367,3368,120,2024-05-05T05:28:17.206Z,829.87,Credit Card,Completed,2025-12-24 20:52:15
5368,ORD-2024-005368,2618,16,2024-05-04T17:18:53.906Z,481.31,Debit Card,Completed,2025-12-24 20:52:15
5369,ORD-2024-005369,10364,60,2024-05-05T10:04:16.594Z,1526.38,Apple Pay,Completed,2025-12-24 20:52:15
5370,ORD-2024-005370,3667,120,2024-05-05T10:19:13.429Z,111.24,Debit Card,Completed,2025-12-24 20:52:15
5371,ORD-2024-005371,3417,6,2024-05-04T21:45:06.678Z,2342.6,PayPal,Shipped,2025-12-24 20:52:15
5372,ORD-2024-005372,7764,70,2024-05-05T06:18:30.977Z,1149.94,Debit Card,Shipped,2025-12-24 20:52:15
5373,ORD-2024-005373,8291,35,2024-05-04T22:24:38.949Z,795.46,Apple Pay,Cancelled,2025-12-24 20:52:15
5374,ORD-2024-005374,2469,28,2024-05-04T20:02:52.771Z,1942.8,Cash,Processing,2025-12-24 20:52:15
5375,ORD-2024-005375,1109,5,2024-05-05T04:12:45.779Z,2007.56,Debit Card,Shipped,2025-12-24 20:52:15
5376,ORD-2024-005376,2113,8,2024-05-05T12:00:24.387Z,2210.49,Apple Pay,Shipped,2025-12-24 20:52:15
5377,ORD-2024-005377,10053,25,2024-05-05T10:58:30.170Z,820.69,Apple Pay,Completed,2025-12-24 20:52:15
5378,ORD-2024-005378,5525,110,2024-05-05T12:42:39.230Z,732.18,PayPal,Completed,2025-12-24 20:52:15
5379,ORD-2024-005379,1032,40,2024-05-04T21:15:34.788Z,554.91,PayPal,Completed,2025-12-24 20:52:15
5380,ORD-2024-005380,5229,30,2024-05-05T05:17:19.018Z,730.01,Cash,Shipped,2025-12-24 20:52:15
5381,ORD-2024-005381,7465,110,2024-05-05T16:27:03.131Z,1757.78,PayPal,Cancelled,2025-12-24 20:52:15
5382,ORD-2024-005382,7077,38,2024-05-05T05:25:12.574Z,1030.04,PayPal,Completed,2025-12-24 20:52:15
5383,ORD-2024-005383,951,67,2024-05-05T01:05:25.711Z,3236.49,Credit Card,Completed,2025-12-24 20:52:15
5384,ORD-2024-005384,11184,142,2024-05-05T15:46:43.596Z,506.2,Credit Card,Cancelled,2025-12-24 20:52:15
5385,ORD-2024-005385,3474,93,2024-05-05T19:43:21.237Z,1262.64,PayPal,Completed,2025-12-24 20:52:15
5386,ORD-2024-005386,6493,15,2024-05-05T13:28:23.421Z,2307.88,Credit Card,Completed,2025-12-24 20:52:15
5387,ORD-2024-005387,5041,136,2024-05-05T19:20:29.976Z,1869.76,Google Pay,Completed,2025-12-24 20:52:15
5388,ORD-2024-005388,2353,70,2024-05-05T01:40:29.870Z,1361.64,Google Pay,Completed,2025-12-24 20:52:15
5389,ORD-2024-005389,10188,52,2024-05-05T07:52:40.339Z,1574.52,Apple Pay,Completed,2025-12-24 20:52:15
5390,ORD-2024-005390,1838,113,2024-05-05T07:01:57.330Z,964.46,Credit Card,Completed,2025-12-24 20:52:15
5391,ORD-2024-005391,1095,87,2024-05-05T05:22:45.940Z,1415.25,Debit Card,Completed,2025-12-24 20:52:15
5392,ORD-2024-005392,6586,24,2024-05-05T16:53:29.376Z,2674.43,Credit Card,Completed,2025-12-24 20:52:15
5393,ORD-2024-005393,9199,95,2024-05-05T23:30:01.894Z,2422.27,PayPal,Completed,2025-12-24 20:52:15
5394,ORD-2024-005394,224,33,2024-05-05T05:02:22.787Z,441.65,Google Pay,Shipped,2025-12-24 20:52:15
5395,ORD-2024-005395,5952,125,2024-05-05T20:57:36.193Z,1819.73,Credit Card,Cancelled,2025-12-24 20:52:15
5396,ORD-2024-005396,1668,52,2024-05-06T02:20:49.848Z,2267.75,Google Pay,Completed,2025-12-24 20:52:15
5397,ORD-2024-005397,11153,30,2024-05-05T13:27:06.994Z,1575.99,Debit Card,Completed,2025-12-24 20:52:15
5398,ORD-2024-005398,10644,32,2024-05-05T12:45:23.048Z,770.72,Cash,Completed,2025-12-24 20:52:15
5399,ORD-2024-005399,8090,116,2024-05-05T14:35:05.252Z,1176.64,PayPal,Completed,2025-12-24 20:52:15
5400,ORD-2024-005400,8450,18,2024-05-05T16:56:14.070Z,847.52,Credit Card,Shipped,2025-12-24 20:52:15
5401,ORD-2024-005401,9788,85,2024-05-05T09:11:37.657Z,1281,Apple Pay,Completed,2025-12-24 20:52:15
5402,ORD-2024-005402,6290,30,2024-05-05T14:56:51.077Z,1193.33,Apple Pay,Processing,2025-12-24 20:52:15
5403,ORD-2024-005403,10448,36,2024-05-05T19:55:35.767Z,2103.19,Cash,Cancelled,2025-12-24 20:52:15
5404,ORD-2024-005404,11720,106,2024-05-05T19:56:26.569Z,2015.11,Cash,Cancelled,2025-12-24 20:52:15
5405,ORD-2024-005405,5347,1,2024-05-05T09:28:53.896Z,2945.46,PayPal,Completed,2025-12-24 20:52:15
5406,ORD-2024-005406,10902,149,2024-05-06T03:43:03.472Z,2091.14,Cash,Completed,2025-12-24 20:52:15
5407,ORD-2024-005407,5022,132,2024-05-06T01:44:00.895Z,591.15,Credit Card,Cancelled,2025-12-24 20:52:15
5408,ORD-2024-005408,36,47,2024-05-05T19:04:58.040Z,2048.01,PayPal,Completed,2025-12-24 20:52:15
5409,ORD-2024-005409,779,143,2024-05-06T10:45:23.959Z,2178.78,Apple Pay,Completed,2025-12-24 20:52:15
5410,ORD-2024-005410,5237,7,2024-05-05T18:51:17.412Z,360.42,Credit Card,Processing,2025-12-24 20:52:15
5411,ORD-2024-005411,8503,30,2024-05-05T19:42:38.164Z,1471.68,Apple Pay,Completed,2025-12-24 20:52:15
5412,ORD-2024-005412,178,84,2024-05-05T13:07:11.725Z,2513.44,PayPal,Completed,2025-12-24 20:52:15
5413,ORD-2024-005413,6317,65,2024-05-06T02:20:46.843Z,1585.86,Credit Card,Completed,2025-12-24 20:52:15
5414,ORD-2024-005414,4243,28,2024-05-06T12:55:05.492Z,817.35,Google Pay,Completed,2025-12-24 20:52:15
5415,ORD-2024-005415,6895,69,2024-05-06T13:45:09.965Z,288.22,Apple Pay,Processing,2025-12-24 20:52:15
5416,ORD-2024-005416,10581,5,2024-05-06T02:58:50.097Z,303.13,Google Pay,Completed,2025-12-24 20:52:15
5417,ORD-2024-005417,8819,62,2024-05-06T05:04:26.188Z,1293.51,Debit Card,Processing,2025-12-24 20:52:15
5418,ORD-2024-005418,3857,97,2024-05-06T10:22:13.757Z,1387.22,PayPal,Completed,2025-12-24 20:52:15
5419,ORD-2024-005419,3358,115,2024-05-05T20:09:27.882Z,1163.88,Cash,Shipped,2025-12-24 20:52:15
5420,ORD-2024-005420,10438,77,2024-05-06T04:53:54.274Z,1267.98,Google Pay,Completed,2025-12-24 20:52:15
5421,ORD-2024-005421,3050,70,2024-05-06T10:08:35.561Z,1529.1,Apple Pay,Cancelled,2025-12-24 20:52:15
5422,ORD-2024-005422,11927,119,2024-05-05T19:49:55.242Z,3366.93,Debit Card,Cancelled,2025-12-24 20:52:15
5423,ORD-2024-005423,8384,85,2024-05-06T03:34:45.318Z,1892.01,Debit Card,Processing,2025-12-24 20:52:15
5424,ORD-2024-005424,2533,74,2024-05-06T04:38:06.307Z,1209,Google Pay,Completed,2025-12-24 20:52:15
5425,ORD-2024-005425,10181,71,2024-05-06T18:47:08.092Z,674.4,Cash,Completed,2025-12-24 20:52:15
5426,ORD-2024-005426,7955,142,2024-05-06T12:52:25.400Z,46.37,PayPal,Completed,2025-12-24 20:52:15
5427,ORD-2024-005427,11541,24,2024-05-06T21:15:21.862Z,881.82,Credit Card,Shipped,2025-12-24 20:52:15
5428,ORD-2024-005428,10240,105,2024-05-06T09:07:49.149Z,283.91,Credit Card,Completed,2025-12-24 20:52:15
5429,ORD-2024-005429,6382,64,2024-05-06T01:16:19.385Z,530.7,Apple Pay,Completed,2025-12-24 20:52:15
5430,ORD-2024-005430,11507,75,2024-05-06T01:32:41.170Z,1623.29,Apple Pay,Processing,2025-12-24 20:52:15
5431,ORD-2024-005431,11670,2,2024-05-06T17:12:23.423Z,1796.24,Cash,Processing,2025-12-24 20:52:15
5432,ORD-2024-005432,1890,94,2024-05-06T15:37:53.593Z,1965.52,Google Pay,Completed,2025-12-24 20:52:15
5433,ORD-2024-005433,10112,64,2024-05-06T06:47:01.831Z,908.59,PayPal,Cancelled,2025-12-24 20:52:15
5434,ORD-2024-005434,4870,92,2024-05-06T22:07:05.918Z,945.8,Credit Card,Completed,2025-12-24 20:52:15
5435,ORD-2024-005435,7465,28,2024-05-06T18:30:33.495Z,1933.62,Google Pay,Completed,2025-12-24 20:52:15
5436,ORD-2024-005436,2357,135,2024-05-06T04:21:58.293Z,148.8,Google Pay,Completed,2025-12-24 20:52:15
5437,ORD-2024-005437,2689,132,2024-05-07T00:10:29.790Z,66.75,Debit Card,Completed,2025-12-24 20:52:15
5438,ORD-2024-005438,7177,72,2024-05-06T06:24:25.334Z,3674.86,Cash,Completed,2025-12-24 20:52:15
5439,ORD-2024-005439,647,22,2024-05-06T06:10:53.594Z,2616.6,Google Pay,Completed,2025-12-24 20:52:15
5440,ORD-2024-005440,3275,103,2024-05-06T10:15:03.687Z,136.05,Google Pay,Completed,2025-12-24 20:52:15
5441,ORD-2024-005441,6883,121,2024-05-06T22:57:25.885Z,620.66,PayPal,Processing,2025-12-24 20:52:15
5442,ORD-2024-005442,8302,101,2024-05-06T16:14:24.366Z,826.95,Apple Pay,Processing,2025-12-24 20:52:15
5443,ORD-2024-005443,11062,109,2024-05-07T01:09:52.858Z,744.48,PayPal,Completed,2025-12-24 20:52:15
5444,ORD-2024-005444,7906,73,2024-05-06T16:26:09.119Z,900.59,Credit Card,Shipped,2025-12-24 20:52:15
5445,ORD-2024-005445,2715,37,2024-05-06T22:55:36.871Z,3095.52,Apple Pay,Completed,2025-12-24 20:52:15
5446,ORD-2024-005446,177,12,2024-05-07T06:49:47.819Z,348.22,Apple Pay,Shipped,2025-12-24 20:52:15
5447,ORD-2024-005447,4679,85,2024-05-06T19:43:04.521Z,1320.16,Cash,Completed,2025-12-24 20:52:15
5448,ORD-2024-005448,5858,104,2024-05-07T06:22:24.531Z,2496.21,PayPal,Processing,2025-12-24 20:52:15
5449,ORD-2024-005449,3613,49,2024-05-07T03:44:20.549Z,2188.71,Apple Pay,Completed,2025-12-24 20:52:15
5450,ORD-2024-005450,2376,2,2024-05-07T02:54:30.200Z,1026.03,Cash,Completed,2025-12-24 20:52:15
5451,ORD-2024-005451,1293,29,2024-05-07T10:21:35.456Z,2741.71,Debit Card,Completed,2025-12-24 20:52:15
5452,ORD-2024-005452,4285,112,2024-05-07T00:34:24.273Z,676.96,Google Pay,Completed,2025-12-24 20:52:15
5453,ORD-2024-005453,8343,104,2024-05-06T14:50:08.043Z,1912.25,Apple Pay,Completed,2025-12-24 20:52:15
5454,ORD-2024-005454,10718,76,2024-05-07T00:36:48.751Z,1448.87,Google Pay,Completed,2025-12-24 20:52:15
5455,ORD-2024-005455,1064,142,2024-05-07T01:09:49.214Z,888.55,Cash,Completed,2025-12-24 20:52:15
5456,ORD-2024-005456,10077,68,2024-05-06T23:40:38.902Z,1089.64,Apple Pay,Processing,2025-12-24 20:52:15
5457,ORD-2024-005457,6865,9,2024-05-07T08:32:48.936Z,1680.87,Cash,Completed,2025-12-24 20:52:15
5458,ORD-2024-005458,10416,4,2024-05-07T04:17:34.347Z,1211.96,Cash,Cancelled,2025-12-24 20:52:15
5459,ORD-2024-005459,5901,120,2024-05-07T13:55:34.577Z,1881.41,Debit Card,Completed,2025-12-24 20:52:15
5460,ORD-2024-005460,2345,42,2024-05-07T01:02:42.888Z,710.55,PayPal,Cancelled,2025-12-24 20:52:15
5461,ORD-2024-005461,11568,77,2024-05-07T13:50:25.140Z,1731.06,PayPal,Completed,2025-12-24 20:52:15
5462,ORD-2024-005462,4293,15,2024-05-07T06:31:22.788Z,2631.17,Google Pay,Completed,2025-12-24 20:52:15
5463,ORD-2024-005463,1784,112,2024-05-07T08:21:27.463Z,743.11,Google Pay,Completed,2025-12-24 20:52:15
5464,ORD-2024-005464,4862,84,2024-05-07T00:16:42.803Z,2030.85,Credit Card,Completed,2025-12-24 20:52:15
5465,ORD-2024-005465,4628,33,2024-05-06T20:15:27.920Z,148.83,Debit Card,Cancelled,2025-12-24 20:52:15
5466,ORD-2024-005466,3342,76,2024-05-07T06:48:53.627Z,366.3,Cash,Completed,2025-12-24 20:52:15
5467,ORD-2024-005467,8210,101,2024-05-07T11:59:53.426Z,1955.35,Debit Card,Processing,2025-12-24 20:52:15
5468,ORD-2024-005468,1412,13,2024-05-07T07:11:29.977Z,2457.71,Google Pay,Completed,2025-12-24 20:52:15
5469,ORD-2024-005469,7241,7,2024-05-06T22:23:55.226Z,2172.97,Cash,Shipped,2025-12-24 20:52:15
5470,ORD-2024-005470,5092,124,2024-05-07T06:40:50.497Z,1680.93,PayPal,Completed,2025-12-24 20:52:15
5471,ORD-2024-005471,2058,47,2024-05-07T10:24:08.972Z,480.26,Apple Pay,Completed,2025-12-24 20:52:15
5472,ORD-2024-005472,6566,69,2024-05-07T23:47:04.853Z,2255.34,PayPal,Cancelled,2025-12-24 20:52:15
5473,ORD-2024-005473,8331,148,2024-05-07T12:21:24.043Z,1153.92,PayPal,Cancelled,2025-12-24 20:52:15
5474,ORD-2024-005474,6330,142,2024-05-07T06:59:09.313Z,2320.51,Google Pay,Completed,2025-12-24 20:52:15
5475,ORD-2024-005475,5682,28,2024-05-07T12:39:33.489Z,1490.37,Google Pay,Completed,2025-12-24 20:52:15
5476,ORD-2024-005476,5471,103,2024-05-07T03:01:54.679Z,302.07,Cash,Shipped,2025-12-24 20:52:15
5477,ORD-2024-005477,945,111,2024-05-07T14:10:31.995Z,1001.22,Debit Card,Completed,2025-12-24 20:52:15
5478,ORD-2024-005478,11174,13,2024-05-07T14:55:39.363Z,373.15,Debit Card,Completed,2025-12-24 20:52:15
5479,ORD-2024-005479,2179,10,2024-05-07T18:17:17.980Z,889.57,Cash,Completed,2025-12-24 20:52:15
5480,ORD-2024-005480,763,27,2024-05-07T06:49:38.681Z,1682.16,Debit Card,Completed,2025-12-24 20:52:15
5481,ORD-2024-005481,2268,103,2024-05-08T04:49:04.893Z,1230.9,Google Pay,Cancelled,2025-12-24 20:52:15
5482,ORD-2024-005482,4554,30,2024-05-07T11:10:19.673Z,1372.33,Credit Card,Completed,2025-12-24 20:52:15
5483,ORD-2024-005483,4316,101,2024-05-07T08:49:43.514Z,897.46,Cash,Processing,2025-12-24 20:52:15
5484,ORD-2024-005484,6167,96,2024-05-07T20:20:20.896Z,2827.26,Google Pay,Completed,2025-12-24 20:52:15
5485,ORD-2024-005485,171,57,2024-05-07T13:24:22.514Z,3471.69,Debit Card,Completed,2025-12-24 20:52:15
5486,ORD-2024-005486,9903,39,2024-05-08T02:52:56.075Z,1370.58,Debit Card,Completed,2025-12-24 20:52:15
5487,ORD-2024-005487,4788,120,2024-05-07T23:11:43.376Z,1196.91,Apple Pay,Cancelled,2025-12-24 20:52:15
5488,ORD-2024-005488,7947,84,2024-05-07T12:24:28.823Z,2889.31,Google Pay,Completed,2025-12-24 20:52:15
5489,ORD-2024-005489,498,136,2024-05-07T15:59:01.670Z,994.44,Cash,Completed,2025-12-24 20:52:15
5490,ORD-2024-005490,7296,71,2024-05-08T10:08:55.521Z,2610.06,Apple Pay,Completed,2025-12-24 20:52:15
5491,ORD-2024-005491,7179,92,2024-05-07T22:07:11.626Z,2009.26,Debit Card,Completed,2025-12-24 20:52:15
5492,ORD-2024-005492,5424,22,2024-05-07T18:51:29.092Z,2368.6,PayPal,Processing,2025-12-24 20:52:15
5493,ORD-2024-005493,9370,129,2024-05-07T21:48:35.913Z,2210.63,Credit Card,Completed,2025-12-24 20:52:15
5494,ORD-2024-005494,8430,148,2024-05-08T07:47:37.649Z,1577.32,PayPal,Completed,2025-12-24 20:52:15
5495,ORD-2024-005495,2629,6,2024-05-08T07:56:21.708Z,2880.47,Apple Pay,Shipped,2025-12-24 20:52:15
5496,ORD-2024-005496,11778,102,2024-05-07T14:45:44.125Z,1847.01,PayPal,Completed,2025-12-24 20:52:15
5497,ORD-2024-005497,11033,27,2024-05-08T06:01:42.137Z,1419.59,Debit Card,Completed,2025-12-24 20:52:15
5498,ORD-2024-005498,2033,52,2024-05-08T00:29:52.761Z,273.46,Cash,Cancelled,2025-12-24 20:52:15
5499,ORD-2024-005499,5980,124,2024-05-07T15:45:26.509Z,852.42,Apple Pay,Completed,2025-12-24 20:52:15
5500,ORD-2024-005500,11694,10,2024-05-07T16:30:08.741Z,1180.47,Debit Card,Processing,2025-12-24 20:52:15
5501,ORD-2024-005501,8868,104,2024-05-08T05:15:29.796Z,977.47,Debit Card,Processing,2025-12-24 20:52:15
5502,ORD-2024-005502,9055,21,2024-05-08T14:50:39.546Z,2796.66,Apple Pay,Shipped,2025-12-24 20:52:15
5503,ORD-2024-005503,1813,117,2024-05-07T18:12:35.457Z,1406.52,Debit Card,Completed,2025-12-24 20:52:15
5504,ORD-2024-005504,11936,44,2024-05-08T15:21:02.850Z,1823.34,PayPal,Completed,2025-12-24 20:52:15
5505,ORD-2024-005505,5317,123,2024-05-08T19:08:11.151Z,1483.88,Cash,Completed,2025-12-24 20:52:15
5506,ORD-2024-005506,317,68,2024-05-08T18:35:13.028Z,2018.12,Cash,Cancelled,2025-12-24 20:52:15
5507,ORD-2024-005507,9130,139,2024-05-08T03:13:16.152Z,2402.48,Apple Pay,Completed,2025-12-24 20:52:15
5508,ORD-2024-005508,2270,95,2024-05-08T20:51:13.371Z,955.87,Cash,Completed,2025-12-24 20:52:15
5509,ORD-2024-005509,2541,111,2024-05-08T16:02:46.815Z,1315.57,PayPal,Shipped,2025-12-24 20:52:15
5510,ORD-2024-005510,4434,24,2024-05-08T11:08:36.994Z,3338.78,Cash,Processing,2025-12-24 20:52:15
5511,ORD-2024-005511,4547,86,2024-05-08T10:15:55.777Z,1572.57,Google Pay,Completed,2025-12-24 20:52:15
5512,ORD-2024-005512,6012,133,2024-05-08T10:55:44.446Z,776.03,Cash,Processing,2025-12-24 20:52:15
5513,ORD-2024-005513,11211,142,2024-05-08T08:46:19.238Z,317.4,Cash,Completed,2025-12-24 20:52:15
5514,ORD-2024-005514,4389,129,2024-05-08T01:01:02.736Z,840.2,Google Pay,Cancelled,2025-12-24 20:52:15
5515,ORD-2024-005515,5495,101,2024-05-08T22:48:06.626Z,1469.63,Credit Card,Cancelled,2025-12-24 20:52:15
5516,ORD-2024-005516,11823,51,2024-05-08T23:10:23.090Z,670.28,Credit Card,Completed,2025-12-24 20:52:15
5517,ORD-2024-005517,288,95,2024-05-08T16:43:39.033Z,2733.4,Apple Pay,Completed,2025-12-24 20:52:15
5518,ORD-2024-005518,3052,77,2024-05-08T10:53:47.973Z,1135.02,Cash,Processing,2025-12-24 20:52:15
5519,ORD-2024-005519,10231,22,2024-05-08T20:08:19.145Z,1154.6,PayPal,Processing,2025-12-24 20:52:15
5520,ORD-2024-005520,702,17,2024-05-08T18:41:39.286Z,2595.06,Cash,Completed,2025-12-24 20:52:15
5521,ORD-2024-005521,2215,79,2024-05-08T13:47:03.757Z,175.53,Apple Pay,Shipped,2025-12-24 20:52:15
5522,ORD-2024-005522,6678,16,2024-05-08T05:46:43.216Z,723.67,Google Pay,Processing,2025-12-24 20:52:15
5523,ORD-2024-005523,2864,43,2024-05-09T02:45:31.120Z,2147.69,Debit Card,Cancelled,2025-12-24 20:52:15
5524,ORD-2024-005524,2454,138,2024-05-08T18:38:27.908Z,1639.77,Google Pay,Completed,2025-12-24 20:52:15
5525,ORD-2024-005525,8046,135,2024-05-08T19:28:25.644Z,1213.3,Debit Card,Completed,2025-12-24 20:52:15
5526,ORD-2024-005526,8347,108,2024-05-09T06:09:47.764Z,660.96,Debit Card,Completed,2025-12-24 20:52:15
5527,ORD-2024-005527,1001,68,2024-05-08T14:50:27.191Z,2347.79,PayPal,Shipped,2025-12-24 20:52:15
5528,ORD-2024-005528,8015,48,2024-05-09T05:01:24.851Z,1231.71,Credit Card,Completed,2025-12-24 20:52:15
5529,ORD-2024-005529,11260,148,2024-05-08T18:54:08.247Z,2711.81,Debit Card,Processing,2025-12-24 20:52:15
5530,ORD-2024-005530,4504,84,2024-05-08T15:55:27.684Z,199.05,Cash,Processing,2025-12-24 20:52:15
5531,ORD-2024-005531,5681,31,2024-05-09T05:08:30.207Z,1443.81,Apple Pay,Shipped,2025-12-24 20:52:15
5532,ORD-2024-005532,11071,131,2024-05-09T02:29:25.951Z,1860.75,Apple Pay,Completed,2025-12-24 20:52:15
5533,ORD-2024-005533,241,15,2024-05-08T12:20:42.607Z,1789.35,Apple Pay,Cancelled,2025-12-24 20:52:15
5534,ORD-2024-005534,6145,87,2024-05-09T07:06:39.294Z,1153.26,Apple Pay,Shipped,2025-12-24 20:52:15
5535,ORD-2024-005535,116,70,2024-05-09T06:27:14.355Z,964.18,PayPal,Completed,2025-12-24 20:52:15
5536,ORD-2024-005536,2182,57,2024-05-08T20:43:16.895Z,2300.39,Debit Card,Shipped,2025-12-24 20:52:15
5537,ORD-2024-005537,2299,35,2024-05-09T08:25:02.601Z,1210.97,PayPal,Shipped,2025-12-24 20:52:15
5538,ORD-2024-005538,6680,34,2024-05-08T16:45:15.309Z,3334.29,Debit Card,Completed,2025-12-24 20:52:15
5539,ORD-2024-005539,9272,96,2024-05-09T05:32:47.031Z,268.46,Debit Card,Processing,2025-12-24 20:52:15
5540,ORD-2024-005540,2504,97,2024-05-08T18:19:24.569Z,286.8,Google Pay,Completed,2025-12-24 20:52:15
5541,ORD-2024-005541,2089,2,2024-05-08T18:18:39.695Z,1524.39,Google Pay,Shipped,2025-12-24 20:52:15
5542,ORD-2024-005542,6029,113,2024-05-08T18:39:44.235Z,1671.21,PayPal,Completed,2025-12-24 20:52:15
5543,ORD-2024-005543,696,140,2024-05-09T04:03:57.474Z,1301.13,Google Pay,Completed,2025-12-24 20:52:15
5544,ORD-2024-005544,1626,150,2024-05-08T19:38:25.066Z,1590.38,Debit Card,Completed,2025-12-24 20:52:15
5545,ORD-2024-005545,9822,28,2024-05-09T13:00:00.481Z,147.28,PayPal,Completed,2025-12-24 20:52:15
5546,ORD-2024-005546,1120,76,2024-05-08T20:44:11.494Z,1758.69,Credit Card,Completed,2025-12-24 20:52:15
5547,ORD-2024-005547,8917,92,2024-05-09T05:52:57.650Z,834.02,Cash,Processing,2025-12-24 20:52:15
5548,ORD-2024-005548,5036,101,2024-05-09T12:36:56.791Z,1208.03,Debit Card,Cancelled,2025-12-24 20:52:15
5549,ORD-2024-005549,6085,52,2024-05-09T08:37:12.188Z,2436.91,Google Pay,Completed,2025-12-24 20:52:15
5550,ORD-2024-005550,8914,72,2024-05-09T19:42:45.542Z,749.67,Credit Card,Completed,2025-12-24 20:52:15
5551,ORD-2024-005551,8503,60,2024-05-09T16:56:38.599Z,540.31,Credit Card,Processing,2025-12-24 20:52:15
5552,ORD-2024-005552,2745,70,2024-05-09T03:38:39.324Z,2692.78,PayPal,Completed,2025-12-24 20:52:15
5553,ORD-2024-005553,3464,128,2024-05-09T01:31:13.493Z,1286.84,PayPal,Completed,2025-12-24 20:52:15
5554,ORD-2024-005554,9699,9,2024-05-09T12:25:20.514Z,1369.67,Cash,Completed,2025-12-24 20:52:15
5555,ORD-2024-005555,2735,150,2024-05-09T19:46:21.267Z,748.08,PayPal,Shipped,2025-12-24 20:52:15
5556,ORD-2024-005556,3551,128,2024-05-10T00:48:03.485Z,551.12,Debit Card,Cancelled,2025-12-24 20:52:15
5557,ORD-2024-005557,9385,103,2024-05-09T22:23:52.110Z,1259.29,Credit Card,Processing,2025-12-24 20:52:15
5558,ORD-2024-005558,9129,90,2024-05-09T07:32:48.973Z,1431.81,Apple Pay,Completed,2025-12-24 20:52:15
5559,ORD-2024-005559,1798,17,2024-05-09T11:17:01.806Z,684.02,PayPal,Completed,2025-12-24 20:52:15
5560,ORD-2024-005560,2256,15,2024-05-09T21:49:57.828Z,1195.35,Cash,Completed,2025-12-24 20:52:15
5561,ORD-2024-005561,5852,18,2024-05-09T15:51:55.596Z,2252.35,PayPal,Completed,2025-12-24 20:52:15
5562,ORD-2024-005562,131,42,2024-05-09T08:11:27.708Z,2628.74,PayPal,Completed,2025-12-24 20:52:15
5563,ORD-2024-005563,3795,3,2024-05-09T10:49:30.705Z,200.94,Google Pay,Processing,2025-12-24 20:52:15
5564,ORD-2024-005564,7623,144,2024-05-09T09:49:40.505Z,2663.22,Debit Card,Completed,2025-12-24 20:52:15
5565,ORD-2024-005565,7387,123,2024-05-09T15:16:38.927Z,2186.25,PayPal,Completed,2025-12-24 20:52:15
5566,ORD-2024-005566,1678,134,2024-05-09T10:12:35.622Z,753.29,Apple Pay,Completed,2025-12-24 20:52:15
5567,ORD-2024-005567,635,118,2024-05-09T11:11:30.651Z,1476.55,Credit Card,Completed,2025-12-24 20:52:15
5568,ORD-2024-005568,4259,52,2024-05-10T00:46:35.440Z,625.23,Google Pay,Completed,2025-12-24 20:52:15
5569,ORD-2024-005569,7856,136,2024-05-10T01:24:58.331Z,3461.99,Credit Card,Completed,2025-12-24 20:52:15
5570,ORD-2024-005570,2477,64,2024-05-09T15:47:48.182Z,1050.8,Apple Pay,Completed,2025-12-24 20:52:15
