inventory_id,product_id,location_type,location_id,quantity_on_hand,quantity_reserved,last_restock_date,last_updated
4793,86,store,29,94,10,2025-11-30,2025-12-24 20:51:55
4794,13,store,29,69,0,2025-12-23,2025-12-24 20:51:55
4795,102,store,29,158,15,2025-12-05,2025-12-24 20:51:55
4796,66,store,29,87,5,2025-12-15,2025-12-24 20:51:55
4797,118,store,29,134,0,2025-12-10,2025-12-24 20:51:55
4798,95,store,29,76,1,2025-11-24,2025-12-24 20:51:55
4799,94,store,29,41,2,2025-12-23,2025-12-24 20:51:55
4800,9,store,29,181,2,2025-12-16,2025-12-24 20:51:55
4801,82,store,29,144,18,2025-12-07,2025-12-24 20:51:55
4802,26,store,29,107,19,2025-12-01,2025-12-24 20:51:55
4803,134,store,29,49,9,2025-12-15,2025-12-24 20:51:55
4804,116,store,29,93,8,2025-12-21,2025-12-24 20:51:55
4805,51,store,29,164,32,2025-11-29,2025-12-24 20:51:55
4806,73,store,29,157,30,2025-11-27,2025-12-24 20:51:55
4807,28,store,29,33,1,2025-12-02,2025-12-24 20:51:55
4808,67,store,29,156,30,2025-12-02,2025-12-24 20:51:55
4809,113,store,29,151,4,2025-12-15,2025-12-24 20:51:55
4810,12,store,29,79,11,2025-12-05,2025-12-24 20:51:55
4811,149,store,29,163,6,2025-12-09,2025-12-24 20:51:55
4812,129,store,29,63,2,2025-12-12,2025-12-24 20:51:55
4813,128,store,29,195,8,2025-12-16,2025-12-24 20:51:55
4814,34,store,29,141,19,2025-12-11,2025-12-24 20:51:55
4815,83,store,29,11,1,2025-12-22,2025-12-24 20:51:55
4816,47,store,29,155,13,2025-12-02,2025-12-24 20:51:55
4817,41,store,29,200,2,2025-12-08,2025-12-24 20:51:55
4818,10,store,29,143,0,2025-12-11,2025-12-24 20:51:55
4819,37,store,29,31,3,2025-12-16,2025-12-24 20:51:55
4820,3,store,29,28,5,2025-12-13,2025-12-24 20:51:55
4821,49,store,29,101,17,2025-12-06,2025-12-24 20:51:55
4822,65,store,29,70,10,2025-12-05,2025-12-24 20:51:55
4823,91,store,29,49,4,2025-12-21,2025-12-24 20:51:55
4824,45,store,29,113,14,2025-12-11,2025-12-24 20:51:55
4825,54,store,29,61,3,2025-12-22,2025-12-24 20:51:55
4826,32,store,29,99,1,2025-12-14,2025-12-24 20:51:55
4827,109,store,29,156,8,2025-12-03,2025-12-24 20:51:55
4828,79,store,29,29,1,2025-12-06,2025-12-24 20:51:55
4829,61,store,29,108,19,2025-11-26,2025-12-24 20:51:55
4830,64,store,29,207,15,2025-12-15,2025-12-24 20:51:55
4831,42,store,29,65,1,2025-11-27,2025-12-24 20:51:55
4832,75,store,29,102,16,2025-12-16,2025-12-24 20:51:55
4833,24,store,29,75,12,2025-12-21,2025-12-24 20:51:55
4834,29,store,29,195,30,2025-11-24,2025-12-24 20:51:55
4835,36,store,29,110,17,2025-12-21,2025-12-24 20:51:55
4836,60,store,29,186,5,2025-12-11,2025-12-24 20:51:55
4837,48,store,29,164,8,2025-12-04,2025-12-24 20:51:55
4838,146,store,29,75,0,2025-12-09,2025-12-24 20:51:55
4839,59,store,29,196,16,2025-11-30,2025-12-24 20:51:55
4840,137,store,29,173,4,2025-12-04,2025-12-24 20:51:55
4841,55,store,29,15,0,2025-11-27,2025-12-24 20:51:55
4842,140,store,29,105,16,2025-12-19,2025-12-24 20:51:55
4843,101,store,29,152,1,2025-12-12,2025-12-24 20:51:55
4844,4,store,29,143,9,2025-12-11,2025-12-24 20:51:55
4845,52,store,29,154,11,2025-12-19,2025-12-24 20:51:55
4846,30,store,29,204,31,2025-11-27,2025-12-24 20:51:55
4847,78,store,29,111,9,2025-12-04,2025-12-24 20:51:55
4848,5,store,29,82,6,2025-12-17,2025-12-24 20:51:55
4849,147,store,29,114,16,2025-11-26,2025-12-24 20:51:55
4850,23,store,29,176,4,2025-12-07,2025-12-24 20:51:55
4851,106,store,29,23,0,2025-12-21,2025-12-24 20:51:55
4852,27,store,29,107,2,2025-12-22,2025-12-24 20:51:55
4853,8,store,29,145,19,2025-12-01,2025-12-24 20:51:55
4854,56,store,29,53,4,2025-11-27,2025-12-24 20:51:55
4855,112,store,29,148,5,2025-11-27,2025-12-24 20:51:55
4856,110,store,29,208,4,2025-11-24,2025-12-24 20:51:55
4857,44,store,29,41,7,2025-12-08,2025-12-24 20:51:55
4858,68,store,29,118,10,2025-12-04,2025-12-24 20:51:55
4859,136,store,29,181,33,2025-12-12,2025-12-24 20:51:55
4860,133,store,29,187,2,2025-12-08,2025-12-24 20:51:55
4861,96,store,29,158,0,2025-11-25,2025-12-24 20:51:55
4862,150,store,29,128,21,2025-12-08,2025-12-24 20:51:55
4863,72,store,29,83,11,2025-12-02,2025-12-24 20:51:55
4864,107,store,29,205,24,2025-12-12,2025-12-24 20:51:55
4865,40,store,29,112,20,2025-12-21,2025-12-24 20:51:55
4866,87,store,29,206,9,2025-12-16,2025-12-24 20:51:55
4867,89,store,29,45,4,2025-12-05,2025-12-24 20:51:55
4868,25,store,29,147,10,2025-12-13,2025-12-24 20:51:55
4869,144,store,29,80,5,2025-12-19,2025-12-24 20:51:55
4870,46,store,29,183,34,2025-11-27,2025-12-24 20:51:55
4871,84,store,29,138,8,2025-12-12,2025-12-24 20:51:55
4872,22,store,29,82,5,2025-12-07,2025-12-24 20:51:55
4873,39,store,30,124,18,2025-12-08,2025-12-24 20:51:55
4874,37,store,30,135,23,2025-11-29,2025-12-24 20:51:55
4875,33,store,30,190,19,2025-12-20,2025-12-24 20:51:55
4876,99,store,30,115,21,2025-12-15,2025-12-24 20:51:55
4877,80,store,30,60,1,2025-12-13,2025-12-24 20:51:55
4878,132,store,30,55,4,2025-12-02,2025-12-24 20:51:55
4879,133,store,30,150,22,2025-11-27,2025-12-24 20:51:55
4880,72,store,30,85,14,2025-12-04,2025-12-24 20:51:55
4881,20,store,30,138,18,2025-11-29,2025-12-24 20:51:55
4882,130,store,30,25,2,2025-12-16,2025-12-24 20:51:55
4883,4,store,30,79,8,2025-12-02,2025-12-24 20:51:55
4884,136,store,30,96,3,2025-12-12,2025-12-24 20:51:55
4885,57,store,30,25,4,2025-11-28,2025-12-24 20:51:55
4886,35,store,30,113,22,2025-12-07,2025-12-24 20:51:55
4887,98,store,30,59,4,2025-11-24,2025-12-24 20:51:55
4888,10,store,30,160,27,2025-11-24,2025-12-24 20:51:55
4889,149,store,30,175,32,2025-12-14,2025-12-24 20:51:55
4890,17,store,30,56,9,2025-12-23,2025-12-24 20:51:55
4891,86,store,30,184,21,2025-11-26,2025-12-24 20:51:55
4892,123,store,30,48,4,2025-12-21,2025-12-24 20:51:55
4893,89,store,30,85,6,2025-12-13,2025-12-24 20:51:55
4894,138,store,30,110,6,2025-12-18,2025-12-24 20:51:55
4895,19,store,30,139,3,2025-12-03,2025-12-24 20:51:55
4896,141,store,30,13,1,2025-12-09,2025-12-24 20:51:55
4897,74,store,30,205,34,2025-12-08,2025-12-24 20:51:55
4898,3,store,30,49,9,2025-12-18,2025-12-24 20:51:55
4899,87,store,30,57,4,2025-11-29,2025-12-24 20:51:55
4900,116,store,30,51,3,2025-12-12,2025-12-24 20:51:55
4901,112,store,30,89,6,2025-12-16,2025-12-24 20:51:55
4902,15,store,30,70,11,2025-12-01,2025-12-24 20:51:55
4903,65,store,30,185,5,2025-11-24,2025-12-24 20:51:55
4904,104,store,30,181,1,2025-12-23,2025-12-24 20:51:55
4905,58,store,30,116,14,2025-12-02,2025-12-24 20:51:55
4906,79,store,30,166,27,2025-12-14,2025-12-24 20:51:55
4907,21,store,30,154,28,2025-11-28,2025-12-24 20:51:55
4908,91,store,30,90,11,2025-12-19,2025-12-24 20:51:55
4909,66,store,30,95,13,2025-12-09,2025-12-24 20:51:55
4910,90,store,30,106,11,2025-12-14,2025-12-24 20:51:55
4911,23,store,30,63,1,2025-12-19,2025-12-24 20:51:55
4912,42,store,30,167,24,2025-12-12,2025-12-24 20:51:55
4913,2,store,30,205,9,2025-12-19,2025-12-24 20:51:55
4914,70,store,30,175,22,2025-12-08,2025-12-24 20:51:55
4915,97,store,30,205,35,2025-12-08,2025-12-24 20:51:55
4916,14,store,30,86,15,2025-12-13,2025-12-24 20:51:55
4917,119,store,30,106,0,2025-12-04,2025-12-24 20:51:55
4918,92,store,30,88,0,2025-12-20,2025-12-24 20:51:55
4919,126,store,30,159,10,2025-12-10,2025-12-24 20:51:55
4920,6,store,30,174,33,2025-12-15,2025-12-24 20:51:55
4921,83,store,30,145,11,2025-11-25,2025-12-24 20:51:55
4922,102,store,30,164,20,2025-12-19,2025-12-24 20:51:55
4923,76,store,30,192,17,2025-12-20,2025-12-24 20:51:55
4924,106,store,30,106,18,2025-11-28,2025-12-24 20:51:55
4925,137,store,30,112,11,2025-11-24,2025-12-24 20:51:55
4926,22,store,30,196,19,2025-12-05,2025-12-24 20:51:55
4927,18,store,30,177,28,2025-12-09,2025-12-24 20:51:55
4928,107,store,30,36,4,2025-12-16,2025-12-24 20:51:55
4929,131,store,30,38,4,2025-12-19,2025-12-24 20:51:55
4930,93,store,30,183,8,2025-12-03,2025-12-24 20:51:55
4931,82,store,30,160,2,2025-12-17,2025-12-24 20:51:55
4932,128,store,30,182,0,2025-11-24,2025-12-24 20:51:55
4933,146,store,30,99,10,2025-12-08,2025-12-24 20:51:55
4934,134,store,30,120,10,2025-11-25,2025-12-24 20:51:55
4935,40,store,30,109,18,2025-12-05,2025-12-24 20:51:55
4936,27,store,30,17,0,2025-11-25,2025-12-24 20:51:55
4937,62,store,30,178,20,2025-12-13,2025-12-24 20:51:55
4938,118,store,30,198,36,2025-12-06,2025-12-24 20:51:55
4939,30,store,30,62,7,2025-12-21,2025-12-24 20:51:55
4940,44,store,30,101,0,2025-12-05,2025-12-24 20:51:55
4941,52,store,30,84,13,2025-12-03,2025-12-24 20:51:55
4942,124,store,30,111,10,2025-12-02,2025-12-24 20:51:55
4943,55,store,30,69,1,2025-12-12,2025-12-24 20:51:55
4944,47,store,30,198,10,2025-12-19,2025-12-24 20:51:55
4945,113,store,30,141,18,2025-12-04,2025-12-24 20:51:55
4946,8,store,30,55,7,2025-12-05,2025-12-24 20:51:55
4947,120,store,30,96,17,2025-12-03,2025-12-24 20:51:55
4948,127,store,30,205,10,2025-11-24,2025-12-24 20:51:55
4949,88,store,30,166,29,2025-12-19,2025-12-24 20:51:55
4950,94,store,30,149,12,2025-12-03,2025-12-24 20:51:55
4951,150,store,30,205,9,2025-11-30,2025-12-24 20:51:55
4952,50,store,30,194,14,2025-11-26,2025-12-24 20:51:55
4953,7,store,30,170,10,2025-12-23,2025-12-24 20:51:55
4954,51,store,30,34,1,2025-11-30,2025-12-24 20:51:55
4955,68,store,30,21,2,2025-11-30,2025-12-24 20:51:55
4956,25,store,30,89,6,2025-12-19,2025-12-24 20:51:55
4957,34,store,30,94,9,2025-12-22,2025-12-24 20:51:55
4958,117,store,30,58,5,2025-12-07,2025-12-24 20:51:55
4959,95,store,30,121,14,2025-12-15,2025-12-24 20:51:55
4960,26,store,30,28,2,2025-12-04,2025-12-24 20:51:55
4961,38,store,30,146,12,2025-11-29,2025-12-24 20:51:55
4962,122,store,30,208,1,2025-11-30,2025-12-24 20:51:55
4963,12,store,30,96,1,2025-12-06,2025-12-24 20:51:55
4964,105,store,30,108,14,2025-12-02,2025-12-24 20:51:55
4965,109,store,30,183,36,2025-11-27,2025-12-24 20:51:55
4966,45,store,31,60,5,2025-12-20,2025-12-24 20:51:55
4967,113,store,31,61,0,2025-12-22,2025-12-24 20:51:55
4968,123,store,31,77,11,2025-12-21,2025-12-24 20:51:55
4969,85,store,31,106,2,2025-12-22,2025-12-24 20:51:55
4970,14,store,31,104,14,2025-12-10,2025-12-24 20:51:55
4971,118,store,31,105,18,2025-12-13,2025-12-24 20:51:55
4972,150,store,31,204,31,2025-12-20,2025-12-24 20:51:55
4973,61,store,31,97,4,2025-12-18,2025-12-24 20:51:55
4974,76,store,31,15,1,2025-11-30,2025-12-24 20:51:55
4975,28,store,31,154,3,2025-12-05,2025-12-24 20:51:55
4976,23,store,31,60,10,2025-12-18,2025-12-24 20:51:55
4977,65,store,31,102,15,2025-12-13,2025-12-24 20:51:55
4978,43,store,31,91,14,2025-11-25,2025-12-24 20:51:55
4979,60,store,31,110,0,2025-12-18,2025-12-24 20:51:55
4980,69,store,31,83,1,2025-12-04,2025-12-24 20:51:55
4981,57,store,31,92,8,2025-12-16,2025-12-24 20:51:55
4982,86,store,31,191,13,2025-12-21,2025-12-24 20:51:55
4983,110,store,31,25,3,2025-12-23,2025-12-24 20:51:55
4984,97,store,31,120,21,2025-12-16,2025-12-24 20:51:55
4985,66,store,31,201,24,2025-12-17,2025-12-24 20:51:55
4986,142,store,31,183,11,2025-12-01,2025-12-24 20:51:55
4987,149,store,31,92,5,2025-12-14,2025-12-24 20:51:55
4988,52,store,31,53,5,2025-12-12,2025-12-24 20:51:55
4989,11,store,31,109,16,2025-12-16,2025-12-24 20:51:55
4990,71,store,31,156,2,2025-11-25,2025-12-24 20:51:55
4991,134,store,31,44,3,2025-11-26,2025-12-24 20:51:55
4992,136,store,31,44,5,2025-12-09,2025-12-24 20:51:55
4993,2,store,31,191,27,2025-12-14,2025-12-24 20:51:55
4994,48,store,31,84,7,2025-12-04,2025-12-24 20:51:55
4995,132,store,31,97,17,2025-12-06,2025-12-24 20:51:55
4996,115,store,31,167,16,2025-12-19,2025-12-24 20:51:55
4997,88,store,31,138,25,2025-12-19,2025-12-24 20:51:55
4998,31,store,31,73,3,2025-12-12,2025-12-24 20:51:55
4999,22,store,31,152,10,2025-11-24,2025-12-24 20:51:55
5000,82,store,31,179,5,2025-11-27,2025-12-24 20:51:55
5001,44,store,31,138,3,2025-11-24,2025-12-24 20:51:55
5002,107,store,31,135,12,2025-12-10,2025-12-24 20:51:55
5003,139,store,31,56,2,2025-11-30,2025-12-24 20:51:55
5004,98,store,31,10,0,2025-12-23,2025-12-24 20:51:55
5005,58,store,31,136,24,2025-11-24,2025-12-24 20:51:55
5006,30,store,31,150,13,2025-11-30,2025-12-24 20:51:55
5007,129,store,31,60,9,2025-12-12,2025-12-24 20:51:55
5008,63,store,31,193,4,2025-12-01,2025-12-24 20:51:55
5009,99,store,31,191,19,2025-12-14,2025-12-24 20:51:55
5010,75,store,31,71,5,2025-12-07,2025-12-24 20:51:55
5011,13,store,31,98,17,2025-11-30,2025-12-24 20:51:55
5012,84,store,31,33,6,2025-12-03,2025-12-24 20:51:55
5013,79,store,31,189,21,2025-12-13,2025-12-24 20:51:55
5014,130,store,31,196,28,2025-12-03,2025-12-24 20:51:55
5015,143,store,31,45,4,2025-11-24,2025-12-24 20:51:55
5016,141,store,31,148,29,2025-12-03,2025-12-24 20:51:55
5017,105,store,31,109,16,2025-11-27,2025-12-24 20:51:55
5018,80,store,31,57,9,2025-11-27,2025-12-24 20:51:55
5019,131,store,31,45,2,2025-12-17,2025-12-24 20:51:55
5020,10,store,31,36,3,2025-12-07,2025-12-24 20:51:55
5021,94,store,31,176,24,2025-12-12,2025-12-24 20:51:55
5022,73,store,31,31,2,2025-12-21,2025-12-24 20:51:55
5023,17,store,31,23,2,2025-12-18,2025-12-24 20:51:55
5024,46,store,31,75,6,2025-12-17,2025-12-24 20:51:55
5025,120,store,31,48,1,2025-12-08,2025-12-24 20:51:55
5026,100,store,31,94,13,2025-12-22,2025-12-24 20:51:55
5027,126,store,31,124,2,2025-12-05,2025-12-24 20:51:55
5028,92,store,31,104,6,2025-12-08,2025-12-24 20:51:55
5029,112,store,31,60,6,2025-12-14,2025-12-24 20:51:55
5030,42,store,31,175,29,2025-11-29,2025-12-24 20:51:55
5031,37,store,31,198,39,2025-12-03,2025-12-24 20:51:55
5032,102,store,31,150,6,2025-12-15,2025-12-24 20:51:55
5033,137,store,31,95,12,2025-11-26,2025-12-24 20:51:55
5034,54,store,31,13,1,2025-12-16,2025-12-24 20:51:55
5035,40,store,31,86,0,2025-12-12,2025-12-24 20:51:55
5036,26,store,31,99,12,2025-12-12,2025-12-24 20:51:55
5037,87,store,31,96,9,2025-12-06,2025-12-24 20:51:55
5038,39,store,31,46,3,2025-12-09,2025-12-24 20:51:55
5039,59,store,31,117,21,2025-11-26,2025-12-24 20:51:55
5040,111,store,31,34,2,2025-12-16,2025-12-24 20:51:55
5041,27,store,31,15,2,2025-12-18,2025-12-24 20:51:55
5042,41,store,31,100,0,2025-12-03,2025-12-24 20:51:55
5043,78,store,31,143,14,2025-12-03,2025-12-24 20:51:55
5044,16,store,31,146,8,2025-12-16,2025-12-24 20:51:55
5045,49,store,31,109,20,2025-12-05,2025-12-24 20:51:55
5046,148,store,31,28,1,2025-12-23,2025-12-24 20:51:55
5047,95,store,31,199,6,2025-12-23,2025-12-24 20:51:55
5048,124,store,31,27,0,2025-11-27,2025-12-24 20:51:55
5049,127,store,31,19,1,2025-11-27,2025-12-24 20:51:55
5050,53,store,31,59,9,2025-11-30,2025-12-24 20:51:55
5051,101,store,31,194,19,2025-11-25,2025-12-24 20:51:55
5052,89,store,31,162,21,2025-12-01,2025-12-24 20:51:55
5053,104,store,31,184,20,2025-11-24,2025-12-24 20:51:55
5054,121,store,31,67,10,2025-11-26,2025-12-24 20:51:55
5055,146,store,31,141,12,2025-12-14,2025-12-24 20:51:55
5056,29,store,31,82,12,2025-12-23,2025-12-24 20:51:55
5057,103,store,31,106,14,2025-12-15,2025-12-24 20:51:55
5058,33,store,31,166,8,2025-12-05,2025-12-24 20:51:55
5059,128,store,31,126,10,2025-12-16,2025-12-24 20:51:55
5060,7,store,31,146,29,2025-12-21,2025-12-24 20:51:55
5061,4,store,31,159,23,2025-12-20,2025-12-24 20:51:55
5062,144,store,31,65,4,2025-12-21,2025-12-24 20:51:55
5063,93,store,31,80,1,2025-12-16,2025-12-24 20:51:55
5064,25,store,31,125,9,2025-12-18,2025-12-24 20:51:55
5065,133,store,31,39,1,2025-12-14,2025-12-24 20:51:55
5066,117,store,31,81,1,2025-12-17,2025-12-24 20:51:55
5067,21,store,31,117,8,2025-11-25,2025-12-24 20:51:55
5068,32,store,31,197,29,2025-12-21,2025-12-24 20:51:55
5069,20,store,31,33,1,2025-12-21,2025-12-24 20:51:55
5070,55,store,31,11,1,2025-12-09,2025-12-24 20:51:55
5071,138,store,31,159,3,2025-12-12,2025-12-24 20:51:55
5072,15,store,31,103,5,2025-12-13,2025-12-24 20:51:55
5073,34,store,31,123,8,2025-12-04,2025-12-24 20:51:55
5074,106,store,31,18,1,2025-12-16,2025-12-24 20:51:55
5075,145,store,31,91,12,2025-12-15,2025-12-24 20:51:55
5076,68,store,31,98,4,2025-12-11,2025-12-24 20:51:55
5077,83,store,32,118,8,2025-12-21,2025-12-24 20:51:55
5078,81,store,32,20,0,2025-11-26,2025-12-24 20:51:55
5079,21,store,32,26,0,2025-12-22,2025-12-24 20:51:55
5080,23,store,32,13,0,2025-11-29,2025-12-24 20:51:55
5081,144,store,32,173,6,2025-12-01,2025-12-24 20:51:55
5082,113,store,32,95,3,2025-11-26,2025-12-24 20:51:55
5083,108,store,32,182,26,2025-11-27,2025-12-24 20:51:55
5084,7,store,32,71,1,2025-12-07,2025-12-24 20:51:55
5085,14,store,32,71,6,2025-12-20,2025-12-24 20:51:55
5086,96,store,32,32,3,2025-11-28,2025-12-24 20:51:55
5087,102,store,32,93,16,2025-12-22,2025-12-24 20:51:55
5088,141,store,32,100,7,2025-11-29,2025-12-24 20:51:55
5089,53,store,32,34,1,2025-11-28,2025-12-24 20:51:55
5090,130,store,32,150,17,2025-12-05,2025-12-24 20:51:55
5091,146,store,32,159,15,2025-12-09,2025-12-24 20:51:55
5092,57,store,32,27,3,2025-12-01,2025-12-24 20:51:55
5093,134,store,32,202,23,2025-12-07,2025-12-24 20:51:55
5094,54,store,32,57,1,2025-12-21,2025-12-24 20:51:55
5095,115,store,32,139,27,2025-12-13,2025-12-24 20:51:55
5096,17,store,32,66,0,2025-12-08,2025-12-24 20:51:55
5097,139,store,32,82,1,2025-12-08,2025-12-24 20:51:55
5098,105,store,32,58,5,2025-12-20,2025-12-24 20:51:55
5099,82,store,32,78,7,2025-12-08,2025-12-24 20:51:55
5100,87,store,32,202,30,2025-11-30,2025-12-24 20:51:55
5101,119,store,32,130,25,2025-12-08,2025-12-24 20:51:55
5102,103,store,32,75,3,2025-12-09,2025-12-24 20:51:55
5103,116,store,32,54,8,2025-11-24,2025-12-24 20:51:55
5104,1,store,32,196,8,2025-12-04,2025-12-24 20:51:55
5105,39,store,32,25,4,2025-12-07,2025-12-24 20:51:55
5106,38,store,32,137,20,2025-12-13,2025-12-24 20:51:55
5107,28,store,32,109,3,2025-12-01,2025-12-24 20:51:55
5108,147,store,32,56,0,2025-12-06,2025-12-24 20:51:55
5109,24,store,32,165,6,2025-12-06,2025-12-24 20:51:55
5110,74,store,32,195,20,2025-12-02,2025-12-24 20:51:55
5111,46,store,32,198,19,2025-12-11,2025-12-24 20:51:55
5112,111,store,32,155,22,2025-12-03,2025-12-24 20:51:55
5113,97,store,32,179,7,2025-11-25,2025-12-24 20:51:55
5114,45,store,32,159,24,2025-12-12,2025-12-24 20:51:55
5115,12,store,32,31,0,2025-12-15,2025-12-24 20:51:55
5116,5,store,32,13,1,2025-12-09,2025-12-24 20:51:55
5117,140,store,32,36,6,2025-12-14,2025-12-24 20:51:55
5118,89,store,32,111,3,2025-12-16,2025-12-24 20:51:55
5119,136,store,32,103,2,2025-12-22,2025-12-24 20:51:55
5120,142,store,32,61,4,2025-12-05,2025-12-24 20:51:55
5121,149,store,32,131,13,2025-12-07,2025-12-24 20:51:55
5122,79,store,32,117,4,2025-12-03,2025-12-24 20:51:55
5123,8,store,32,137,1,2025-12-15,2025-12-24 20:51:55
5124,41,store,32,13,0,2025-12-01,2025-12-24 20:51:55
5125,114,store,32,128,19,2025-11-27,2025-12-24 20:51:55
5126,90,store,32,64,2,2025-12-17,2025-12-24 20:51:55
5127,129,store,32,198,13,2025-12-23,2025-12-24 20:51:55
5128,70,store,32,92,15,2025-12-02,2025-12-24 20:51:55
5129,25,store,32,118,22,2025-11-27,2025-12-24 20:51:55
5130,127,store,32,89,5,2025-12-16,2025-12-24 20:51:55
5131,104,store,32,54,4,2025-12-19,2025-12-24 20:51:55
5132,101,store,32,198,0,2025-12-15,2025-12-24 20:51:55
5133,88,store,32,191,8,2025-12-07,2025-12-24 20:51:55
5134,66,store,32,161,22,2025-12-13,2025-12-24 20:51:55
5135,63,store,32,37,4,2025-11-25,2025-12-24 20:51:55
5136,100,store,32,15,1,2025-11-27,2025-12-24 20:51:55
5137,72,store,32,66,1,2025-12-19,2025-12-24 20:51:55
5138,145,store,32,188,34,2025-12-07,2025-12-24 20:51:55
5139,33,store,32,111,11,2025-12-02,2025-12-24 20:51:55
5140,37,store,32,69,11,2025-12-07,2025-12-24 20:51:55
5141,106,store,32,90,1,2025-12-08,2025-12-24 20:51:55
5142,78,store,32,177,31,2025-12-17,2025-12-24 20:51:55
5143,49,store,32,140,7,2025-12-23,2025-12-24 20:51:55
5144,10,store,32,120,17,2025-12-12,2025-12-24 20:51:55
5145,3,store,32,157,13,2025-12-03,2025-12-24 20:51:55
5146,27,store,32,14,0,2025-12-14,2025-12-24 20:51:55
5147,34,store,32,22,3,2025-12-04,2025-12-24 20:51:55
5148,126,store,32,156,18,2025-12-12,2025-12-24 20:51:55
5149,6,store,32,112,7,2025-11-24,2025-12-24 20:51:55
5150,95,store,32,170,28,2025-11-25,2025-12-24 20:51:55
5151,143,store,32,17,2,2025-12-23,2025-12-24 20:51:55
5152,120,store,32,49,0,2025-12-12,2025-12-24 20:51:55
5153,47,store,32,42,5,2025-12-21,2025-12-24 20:51:55
5154,123,store,32,135,5,2025-11-29,2025-12-24 20:51:55
5155,137,store,32,172,5,2025-12-18,2025-12-24 20:51:55
5156,124,store,32,161,31,2025-11-24,2025-12-24 20:51:55
5157,71,store,32,47,1,2025-12-02,2025-12-24 20:51:55
5158,35,store,32,29,1,2025-12-03,2025-12-24 20:51:55
5159,22,store,32,84,3,2025-11-26,2025-12-24 20:51:55
5160,131,store,32,208,9,2025-12-01,2025-12-24 20:51:55
5161,117,store,32,175,19,2025-11-30,2025-12-24 20:51:55
5162,4,store,32,191,27,2025-11-25,2025-12-24 20:51:55
5163,138,store,32,34,5,2025-11-26,2025-12-24 20:51:55
5164,122,store,32,79,1,2025-12-02,2025-12-24 20:51:55
5165,98,store,32,64,1,2025-12-18,2025-12-24 20:51:55
5166,132,store,32,53,6,2025-12-22,2025-12-24 20:51:55
5167,26,store,32,181,25,2025-12-14,2025-12-24 20:51:55
5168,110,store,32,170,24,2025-12-16,2025-12-24 20:51:55
5169,20,store,32,102,12,2025-12-09,2025-12-24 20:51:55
5170,67,store,32,103,6,2025-12-09,2025-12-24 20:51:55
5171,40,store,32,178,3,2025-12-02,2025-12-24 20:51:55
5172,61,store,33,28,3,2025-11-24,2025-12-24 20:51:55
5173,16,store,33,65,1,2025-11-24,2025-12-24 20:51:55
5174,60,store,33,82,9,2025-12-21,2025-12-24 20:51:55
5175,93,store,33,96,17,2025-12-15,2025-12-24 20:51:55
5176,4,store,33,142,25,2025-12-02,2025-12-24 20:51:55
5177,17,store,33,178,35,2025-12-19,2025-12-24 20:51:55
5178,78,store,33,51,5,2025-12-15,2025-12-24 20:51:55
5179,41,store,33,62,1,2025-12-06,2025-12-24 20:51:55
5180,98,store,33,31,6,2025-12-01,2025-12-24 20:51:55
5181,45,store,33,154,18,2025-12-19,2025-12-24 20:51:55
5182,143,store,33,171,7,2025-11-27,2025-12-24 20:51:55
5183,113,store,33,104,11,2025-12-04,2025-12-24 20:51:55
5184,13,store,33,44,7,2025-11-25,2025-12-24 20:51:55
5185,119,store,33,126,7,2025-12-08,2025-12-24 20:51:55
5186,43,store,33,109,4,2025-12-02,2025-12-24 20:51:55
5187,114,store,33,155,18,2025-11-30,2025-12-24 20:51:55
5188,110,store,33,46,3,2025-12-06,2025-12-24 20:51:55
5189,36,store,33,140,8,2025-11-26,2025-12-24 20:51:55
5190,66,store,33,47,1,2025-11-27,2025-12-24 20:51:55
5191,11,store,33,127,7,2025-12-07,2025-12-24 20:51:55
5192,48,store,33,50,1,2025-12-11,2025-12-24 20:51:55
5193,26,store,33,138,17,2025-11-24,2025-12-24 20:51:55
5194,77,store,33,204,24,2025-11-27,2025-12-24 20:51:55
5195,83,store,33,184,0,2025-12-13,2025-12-24 20:51:55
5196,144,store,33,190,24,2025-12-10,2025-12-24 20:51:55
5197,80,store,33,204,17,2025-12-03,2025-12-24 20:51:55
5198,42,store,33,143,3,2025-12-09,2025-12-24 20:51:55
5199,116,store,33,82,12,2025-12-09,2025-12-24 20:51:55
5200,101,store,33,96,12,2025-12-15,2025-12-24 20:51:55
5201,136,store,33,79,1,2025-12-22,2025-12-24 20:51:55
5202,109,store,33,170,17,2025-11-24,2025-12-24 20:51:55
5203,135,store,33,121,1,2025-12-18,2025-12-24 20:51:55
5204,68,store,33,26,2,2025-11-30,2025-12-24 20:51:55
5205,121,store,33,159,23,2025-12-11,2025-12-24 20:51:55
5206,40,store,33,108,17,2025-12-02,2025-12-24 20:51:55
5207,87,store,33,57,8,2025-12-06,2025-12-24 20:51:55
5208,5,store,33,201,36,2025-12-07,2025-12-24 20:51:55
5209,15,store,33,19,3,2025-12-08,2025-12-24 20:51:55
5210,88,store,33,108,3,2025-12-10,2025-12-24 20:51:55
5211,65,store,33,196,23,2025-12-03,2025-12-24 20:51:55
5212,25,store,33,69,6,2025-12-15,2025-12-24 20:51:55
5213,2,store,33,30,0,2025-12-21,2025-12-24 20:51:55
5214,69,store,33,194,10,2025-11-29,2025-12-24 20:51:55
