order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
3650,1228,136,1,519.54,0,519.54
3651,1228,102,1,49.61,0,49.61
3652,1228,113,3,159.6,19.61,384.91
3653,1229,86,1,345.37,5.02,328.03
3654,1229,105,3,197.09,0,591.27
3655,1230,145,2,147.74,0,295.48
3656,1230,137,2,141.31,24.85,212.39
3657,1230,8,1,350.28,0,350.28
3658,1230,36,3,51.52,21.2,121.79
3659,1230,89,3,96.2,0,288.6
3660,1231,51,1,75.14,0,75.14
3661,1232,140,3,373.15,24.49,845.3
3662,1233,21,2,155.78,12.57,272.4
3663,1234,4,1,191.5,0,191.5
3664,1234,15,2,180.2,15.72,303.75
3665,1234,25,3,464.67,9.26,1264.92
3666,1234,25,3,464.67,0,1394.01
3667,1235,34,1,27.33,23.68,20.86
3668,1235,3,1,164.79,0,164.79
3669,1235,77,1,393.08,0,393.08
3670,1235,85,2,442.86,8.14,813.62
3671,1235,73,2,167.78,17.79,275.86
3672,1236,3,3,164.79,14.44,422.98
3673,1237,127,2,115.38,0,230.76
3674,1237,116,3,147.28,8.18,405.7
3675,1237,121,3,71.56,0,214.68
3676,1238,103,2,262.55,7.32,486.66
3677,1238,122,2,312.37,0,624.74
3678,1239,27,1,200.94,5.21,190.47
3679,1239,143,2,250.88,0,501.76
3680,1239,55,3,175.5,0,526.5
3681,1240,76,3,19.83,0,59.49
3682,1240,142,2,523.19,0,1046.38
3683,1241,115,2,253.1,0,506.2
3684,1241,18,3,379.87,0,1139.61
3685,1241,103,2,262.55,11.91,462.56
3686,1242,8,1,350.28,0,350.28
3687,1242,35,3,154.1,0,462.3
3688,1243,118,1,342.01,17.04,283.73
3689,1243,99,2,486.54,0,973.08
3690,1244,16,1,187.72,0,187.72
3691,1245,121,1,71.56,0,71.56
3692,1246,137,2,141.31,13.66,244.01
3693,1246,21,2,155.78,0,311.56
3694,1246,30,3,183.75,0,551.25
3695,1246,122,3,312.37,0,937.11
3696,1246,49,1,277.76,0,277.76
3697,1247,68,3,66.75,0,200.25
3698,1247,76,2,19.83,0,39.66
3699,1247,62,1,16.27,0,16.27
3700,1247,1,3,271.37,0,814.11
3701,1247,43,3,387.96,0,1163.88
3702,1248,15,3,180.2,0,540.6
3703,1249,37,2,145.33,0,290.66
3704,1249,89,1,96.2,0,96.2
3705,1249,28,2,288.73,0,577.46
3706,1249,11,2,440.79,0,881.58
3707,1250,21,2,155.78,13.58,269.25
3708,1251,22,3,273.26,11.25,727.55
3709,1251,39,1,236.54,0,236.54
3710,1251,37,3,145.33,0,435.99
3711,1251,93,2,73.08,0,146.16
3712,1251,20,3,192.67,0,578.01
3713,1252,125,1,170.74,23.99,129.78
3714,1252,77,2,393.08,0,786.16
3715,1252,145,2,147.74,19.19,238.78
3716,1253,23,3,54.92,0,164.76
3717,1253,30,2,183.75,0,367.5
3718,1253,3,2,164.79,8.28,302.29
3719,1254,106,1,314.1,0,314.1
3720,1254,12,3,199.05,13.02,519.4
3721,1254,110,1,117.83,14.61,100.62
3722,1255,94,1,74.91,19.5,60.3
3723,1255,66,3,82.16,0,246.48
3724,1255,67,1,175.88,0,175.88
3725,1255,7,2,161.62,8.21,296.7
3726,1256,92,3,253.23,17.32,628.11
3727,1257,125,3,170.74,5.93,481.85
3728,1257,124,1,78.44,0,78.44
3729,1257,132,1,281.25,0,281.25
3730,1258,26,3,445.7,0,1337.1
3731,1258,62,3,16.27,0,48.81
3732,1258,1,1,271.37,0,271.37
3733,1258,11,2,440.79,11.71,778.35
3734,1259,12,2,199.05,0,398.1
3735,1259,49,1,277.76,0,277.76
3736,1259,9,3,89.85,6.11,253.08
3737,1260,138,1,311.49,0,311.49
3738,1260,53,2,227.55,16.02,382.19
3739,1260,134,2,559.06,0,1118.12
3740,1261,40,2,218.91,10.87,390.23
3741,1262,14,3,46.37,0,139.11
3742,1262,3,1,164.79,0,164.79
3743,1263,104,1,111.24,0,111.24
3744,1264,83,1,111.16,0,111.16
3745,1264,65,2,124.62,0,249.24
3746,1264,3,2,164.79,0,329.58
3747,1264,75,3,399.25,0,1197.75
3748,1264,91,3,31.82,0,95.46
3749,1265,122,1,312.37,0,312.37
3750,1265,70,3,283.91,14,732.49
3751,1265,145,3,147.74,0,443.22
3752,1265,103,3,262.55,0,787.65
3753,1266,85,3,442.86,0,1328.58
3754,1266,86,1,345.37,0,345.37
3755,1266,44,1,160.23,0,160.23
3756,1266,76,1,19.83,0,19.83
3757,1266,108,2,88.49,0,176.98
3758,1267,92,3,253.23,0,759.69
3759,1267,39,2,236.54,13.9,407.32
3760,1267,59,1,54.43,0,54.43
3761,1268,130,2,397.97,0,795.94
3762,1268,42,3,289.79,0,869.37
3763,1268,28,1,288.73,20.13,230.61
3764,1268,94,3,74.91,0,224.73
3765,1269,26,3,445.7,0,1337.1
3766,1269,27,2,200.94,0,401.88
3767,1269,37,2,145.33,6.75,271.04
3768,1269,42,3,289.79,0,869.37
3769,1269,86,2,345.37,7.36,639.9
3770,1270,76,2,19.83,0,39.66
3771,1270,57,2,169.37,9.53,306.46
3772,1271,123,1,105.8,0,105.8
3773,1271,134,2,559.06,0,1118.12
3774,1272,136,3,519.54,17.41,1287.26
3775,1272,1,2,271.37,17.85,445.86
3776,1272,10,1,524.84,0,524.84
3777,1273,51,1,75.14,0,75.14
3778,1273,109,3,418.04,0,1254.12
3779,1273,95,1,286.88,13.43,248.35
3780,1274,91,1,31.82,0,31.82
3781,1274,106,3,314.1,0,942.3
3782,1274,93,1,73.08,14.07,62.8
3783,1274,149,2,305.78,0,611.56
3784,1274,10,3,524.84,0,1574.52
3785,1275,32,3,506.55,0,1519.65
3786,1275,145,3,147.74,13.91,381.57
3787,1275,69,1,288.22,0,288.22
3788,1276,27,1,200.94,0,200.94
3789,1276,92,1,253.23,0,253.23
3790,1276,93,3,73.08,6.46,205.08
3791,1276,38,3,240.13,22.11,561.11
3792,1276,135,3,392.64,0,1177.92
3793,1277,53,1,227.55,12,200.24
3794,1277,39,1,236.54,0,236.54
3795,1277,58,1,437.59,13.59,378.12
3796,1278,104,2,111.24,0,222.48
3797,1279,52,3,118.79,0,356.37
3798,1279,13,2,87.4,16.73,145.56
3799,1279,82,2,226.78,0,453.56
3800,1279,88,1,125.18,22.1,97.52
3801,1279,27,2,200.94,0,401.88
3802,1280,75,3,399.25,18.83,972.21
3803,1280,106,2,314.1,8.7,573.55
3804,1280,56,1,141.38,0,141.38
3805,1280,53,1,227.55,0,227.55
3806,1281,92,1,253.23,0,253.23
3807,1281,92,2,253.23,0,506.46
3808,1281,136,2,519.54,7.75,958.55
3809,1281,72,3,352.35,12.3,927.03
3810,1281,34,1,27.33,0,27.33
3811,1282,89,1,96.2,0,96.2
3812,1282,85,3,442.86,0,1328.58
3813,1282,56,3,141.38,0,424.14
3814,1283,109,1,418.04,22.37,324.52
3815,1283,135,2,392.64,0,785.28
3816,1283,34,1,27.33,24.32,20.68
3817,1283,139,1,42.59,7.51,39.39
3818,1283,40,3,218.91,0,656.73
3819,1284,74,2,182.73,0,365.46
3820,1284,15,1,180.2,13.18,156.45
3821,1285,94,3,74.91,0,224.73
3822,1285,117,3,35.4,0,106.2
3823,1285,5,1,87.66,0,87.66
3824,1285,45,1,18.78,0,18.78
3825,1285,6,1,461.37,0,461.37
3826,1286,127,1,115.38,0,115.38
3827,1286,137,3,141.31,22.07,330.37
3828,1286,111,1,59.63,0,59.63
3829,1286,126,2,286.8,0,573.6
3830,1287,33,1,414.38,0,414.38
3831,1287,81,2,473.45,0,946.9
3832,1287,118,3,342.01,0,1026.03
3833,1287,25,1,464.67,22.14,361.79
3834,1287,61,1,189.04,0,189.04
3835,1288,38,3,240.13,5.8,678.61
3836,1289,23,1,54.92,9.85,49.51
3837,1289,88,3,125.18,0,375.54
3838,1289,45,2,18.78,0,37.56
3839,1290,56,3,141.38,0,424.14
3840,1290,8,1,350.28,0,350.28
3841,1290,34,3,27.33,24.2,62.15
3842,1290,42,3,289.79,13.1,755.48
3843,1291,94,2,74.91,0,149.82
3844,1291,19,3,205.14,15.04,522.86
3845,1292,127,2,115.38,0,230.76
3846,1292,37,2,145.33,0,290.66
3847,1292,56,1,141.38,0,141.38
3848,1292,74,3,182.73,0,548.19
3849,1293,74,2,182.73,10.68,326.43
3850,1293,105,3,197.09,0,591.27
3851,1293,17,3,275.65,0,826.95
3852,1293,74,2,182.73,16.17,306.37
3853,1293,52,2,118.79,0,237.58
3854,1294,64,2,353.16,0,706.32
3855,1295,57,1,169.37,23.49,129.58
3856,1295,99,2,486.54,0,973.08
3857,1296,26,3,445.7,0,1337.1
3858,1296,18,2,379.87,0,759.74
3859,1297,29,3,425.14,0,1275.42
3860,1298,12,2,199.05,0,398.1
3861,1298,30,1,183.75,13.8,158.39
3862,1298,138,2,311.49,0,622.98
3863,1299,8,3,350.28,0,1050.84
3864,1299,10,1,524.84,0,524.84
3865,1300,7,2,161.62,0,323.24
3866,1300,76,3,19.83,0,59.49
3867,1300,3,1,164.79,0,164.79
3868,1300,2,1,70.88,0,70.88
3869,1300,14,2,46.37,5.93,87.24
3870,1301,48,2,330.28,0,660.56
3871,1301,127,3,115.38,0,346.14
3872,1301,87,3,297.63,24.6,673.24
3873,1301,25,3,464.67,0,1394.01
3874,1301,150,1,312.27,0,312.27
3875,1302,108,2,88.49,0,176.98
3876,1302,133,2,330.48,17.62,544.5
3877,1302,34,3,27.33,0,81.99
3878,1302,112,1,337.36,0,337.36
3879,1303,26,1,445.7,0,445.7
3880,1303,8,3,350.28,0,1050.84
3881,1303,43,2,387.96,5.87,730.37
3882,1303,94,2,74.91,0,149.82
3883,1304,18,3,379.87,0,1139.61
3884,1305,3,3,164.79,0,494.37
3885,1305,120,3,398.45,0,1195.35
3886,1305,33,3,414.38,16.26,1041.01
3887,1306,112,2,337.36,0,674.72
3888,1306,43,1,387.96,21.62,304.08
3889,1306,27,1,200.94,0,200.94
3890,1306,114,3,161.23,0,483.69
3891,1306,105,1,197.09,0,197.09
3892,1307,46,3,369.94,0,1109.82
3893,1307,21,3,155.78,0,467.34
3894,1307,55,3,175.5,16.8,438.05
3895,1307,43,2,387.96,0,775.92
3896,1307,82,3,226.78,0,680.34
3897,1308,74,2,182.73,0,365.46
3898,1308,126,1,286.8,0,286.8
3899,1308,145,3,147.74,20.18,353.78
3900,1309,53,2,227.55,9.88,410.14
3901,1309,144,3,266.65,6.71,746.27
3902,1309,82,2,226.78,0,453.56
3903,1310,1,3,271.37,0,814.11
3904,1310,89,1,96.2,10.74,85.87
3905,1310,53,3,227.55,0,682.65
3906,1310,65,2,124.62,0,249.24
3907,1311,92,2,253.23,0,506.46
3908,1311,5,1,87.66,0,87.66
3909,1311,16,1,187.72,0,187.72
3910,1311,4,3,191.5,0,574.5
3911,1312,146,3,58.22,15.31,147.92
3912,1312,97,3,366.3,0,1098.9
3913,1312,26,2,445.7,0,891.4
3914,1313,28,2,288.73,18.95,468.03
3915,1313,148,3,504.75,0,1514.25
3916,1314,82,3,226.78,0,680.34
3917,1314,30,2,183.75,5.3,348.02
3918,1314,53,1,227.55,12.41,199.31
3919,1314,109,3,418.04,21.12,989.25
3920,1314,18,2,379.87,0,759.74
3921,1315,31,3,442.48,0,1327.44
3922,1315,77,2,393.08,17.5,648.58
3923,1315,34,3,27.33,0,81.99
3924,1315,44,1,160.23,0,160.23
3925,1315,124,3,78.44,6.74,219.46
3926,1316,141,1,313.05,0,313.05
3927,1317,49,1,277.76,0,277.76
3928,1317,19,2,205.14,0,410.28
3929,1318,6,3,461.37,23.45,1059.54
3930,1318,80,3,387.75,0,1163.25
3931,1318,105,2,197.09,18.21,322.4
3932,1318,45,1,18.78,0,18.78
3933,1318,133,3,330.48,0,991.44
3934,1319,106,1,314.1,0,314.1
3935,1319,43,1,387.96,0,387.96
3936,1319,26,3,445.7,0,1337.1
3937,1319,47,2,249.36,0,498.72
3938,1319,114,2,161.23,0,322.46
3939,1320,116,2,147.28,0,294.56
3940,1320,34,1,27.33,0,27.33
3941,1320,54,2,224.8,0,449.6
3942,1321,86,3,345.37,22.71,800.81
3943,1322,52,1,118.79,0,118.79
3944,1323,101,2,237.82,21.59,372.95
3945,1323,50,1,49.6,0,49.6
3946,1323,25,2,464.67,0,929.34
3947,1323,84,1,244.5,11.63,216.06
3948,1323,9,3,89.85,11.93,237.39
3949,1324,19,1,205.14,9.04,186.6
3950,1325,62,3,16.27,0,48.81
3951,1325,95,1,286.88,22.76,221.59
3952,1326,125,2,170.74,0,341.48
3953,1326,83,3,111.16,0,333.48
3954,1326,142,3,523.19,0,1569.57
3955,1326,64,2,353.16,11.18,627.35
3956,1327,117,1,35.4,0,35.4
3957,1327,9,2,89.85,0,179.7
3958,1327,149,1,305.78,0,305.78
3959,1328,72,3,352.35,0,1057.05
3960,1328,128,3,368.73,6.79,1031.08
3961,1328,110,3,117.83,0,353.49
3962,1328,89,1,96.2,0,96.2
3963,1329,118,2,342.01,10.12,614.8
3964,1329,84,3,244.5,5.25,694.99
3965,1329,124,2,78.44,0,156.88
3966,1329,23,3,54.92,0,164.76
3967,1329,35,1,154.1,0,154.1
3968,1330,51,3,75.14,6.95,209.75
3969,1330,84,1,244.5,0,244.5
3970,1331,57,3,169.37,0,508.11
3971,1331,2,2,70.88,0,141.76
3972,1331,13,1,87.4,0,87.4
3973,1331,105,3,197.09,0,591.27
3974,1332,26,1,445.7,0,445.7
3975,1332,134,3,559.06,24.18,1271.64
3976,1332,43,2,387.96,0,775.92
3977,1333,62,1,16.27,0,16.27
3978,1333,86,1,345.37,0,345.37
3979,1333,66,1,82.16,12.71,71.72
3980,1333,10,2,524.84,0,1049.68
3981,1333,97,1,366.3,24.62,276.12
3982,1334,46,1,369.94,0,369.94
3983,1334,113,3,159.6,0,478.8
3984,1334,102,1,49.61,16.71,41.32
3985,1335,12,2,199.05,0,398.1
3986,1335,3,1,164.79,0,164.79
3987,1335,127,1,115.38,0,115.38
3988,1336,64,2,353.16,0,706.32
3989,1336,109,3,418.04,0,1254.12
3990,1336,63,2,157.23,5.58,296.91
3991,1336,50,1,49.6,0,49.6
3992,1336,10,3,524.84,15.54,1329.84
3993,1337,105,2,197.09,0,394.18
3994,1337,86,2,345.37,15.85,581.26
3995,1337,47,2,249.36,0,498.72
3996,1338,130,2,397.97,0,795.94
3997,1338,89,1,96.2,0,96.2
3998,1338,90,2,372.24,0,744.48
3999,1338,82,1,226.78,0,226.78
4000,1339,110,2,117.83,16.86,195.93
4001,1339,92,1,253.23,0,253.23
4002,1339,100,2,259.5,19.57,417.43
4003,1339,146,1,58.22,0,58.22
4004,1339,39,3,236.54,11.25,629.79
4005,1340,40,3,218.91,12.08,577.4
4006,1341,96,2,229.91,0,459.82
4007,1341,17,1,275.65,0,275.65
4008,1342,84,1,244.5,0,244.5
4009,1342,134,1,559.06,0,559.06
4010,1342,109,2,418.04,0,836.08
4011,1342,130,3,397.97,0,1193.91
4012,1342,32,2,506.55,7.29,939.25
4013,1343,107,3,47.98,0,143.94
4014,1343,57,2,169.37,18.33,276.65
4015,1343,147,3,49.28,0,147.84
4016,1343,38,3,240.13,24.81,541.66
4017,1344,134,3,559.06,0,1677.18
4018,1345,92,1,253.23,0,253.23
4019,1345,14,1,46.37,0,46.37
4020,1346,105,3,197.09,0,591.27
4021,1346,128,3,368.73,12.79,964.71
4022,1346,96,3,229.91,0,689.73
4023,1347,31,1,442.48,0,442.48
4024,1347,120,3,398.45,19.26,965.13
4025,1348,97,1,366.3,0,366.3
4026,1348,138,3,311.49,5.36,884.38
4027,1348,58,2,437.59,14.8,745.65
4028,1349,61,1,189.04,0,189.04
4029,1349,28,3,288.73,0,866.19
4030,1350,38,2,240.13,0,480.26
4031,1350,14,3,46.37,0,139.11
4032,1350,113,1,159.6,0,159.6
4033,1351,66,2,82.16,0,164.32
4034,1351,114,2,161.23,0,322.46
4035,1351,24,1,232.79,0,232.79
4036,1352,58,2,437.59,0,875.18
4037,1352,31,3,442.48,22.35,1030.76
4038,1352,2,2,70.88,0,141.76
4039,1352,82,1,226.78,23.58,173.31
4040,1353,89,1,96.2,0,96.2
4041,1353,46,3,369.94,0,1109.82
4042,1353,87,2,297.63,0,595.26
4043,1353,14,2,46.37,11.74,81.85
4044,1354,109,3,418.04,0,1254.12
4045,1354,96,3,229.91,10.05,620.41
4046,1354,143,2,250.88,0,501.76
4047,1354,143,2,250.88,15.93,421.83
4048,1355,24,2,232.79,0,465.58
4049,1356,9,2,89.85,0,179.7
4050,1356,53,1,227.55,20.73,180.38
4051,1356,110,1,117.83,0,117.83
4052,1356,71,2,417.01,0,834.02
4053,1357,129,2,133.05,11.48,235.55
4054,1358,128,2,368.73,0,737.46
4055,1358,91,1,31.82,16.45,26.59
4056,1359,134,2,559.06,7.65,1032.58
4057,1359,24,1,232.79,0,232.79
4058,1360,32,3,506.55,0,1519.65
4059,1360,76,3,19.83,10.58,53.2
4060,1360,63,2,157.23,0,314.46
4061,1360,6,1,461.37,9.61,417.03
4062,1360,114,1,161.23,24.32,122.02
4063,1361,114,2,161.23,0,322.46
4064,1361,124,2,78.44,0,156.88
4065,1361,127,1,115.38,0,115.38
4066,1361,7,3,161.62,0,484.86
4067,1362,65,3,124.62,12.53,327.02
4068,1362,58,2,437.59,0,875.18
4069,1362,28,3,288.73,0,866.19
4070,1363,13,1,87.4,0,87.4
4071,1363,71,1,417.01,0,417.01
4072,1363,48,2,330.28,20.46,525.41
4073,1364,61,3,189.04,6.52,530.14
4074,1364,25,1,464.67,0,464.67
4075,1364,127,1,115.38,15.64,97.33
4076,1365,61,2,189.04,14.04,325
4077,1365,32,1,506.55,0,506.55
4078,1366,131,2,110.73,0,221.46
4079,1366,13,3,87.4,10.91,233.59
4080,1366,114,3,161.23,0,483.69
4081,1366,1,2,271.37,10.28,486.95
4082,1367,69,3,288.22,0,864.66
4083,1367,30,3,183.75,0,551.25
4084,1367,15,1,180.2,16.56,150.36
4085,1367,103,3,262.55,0,787.65
4086,1368,148,1,504.75,0,504.75
4087,1368,5,2,87.66,9.39,158.86
4088,1368,97,1,366.3,0,366.3
4089,1368,125,3,170.74,0,512.22
4090,1369,81,3,473.45,8.07,1305.73
4091,1370,113,3,159.6,0,478.8
4092,1370,2,3,70.88,0,212.64
4093,1370,24,3,232.79,0,698.37
4094,1371,104,1,111.24,0,111.24
4095,1371,5,1,87.66,0,87.66
4096,1372,75,1,399.25,16.49,333.41
4097,1372,146,1,58.22,0,58.22
4098,1372,147,3,49.28,15.25,125.29
4099,1373,77,3,393.08,0,1179.24
4100,1373,111,1,59.63,24.41,45.07
4101,1373,123,3,105.8,0,317.4
4102,1373,14,2,46.37,0,92.74
4103,1374,107,1,47.98,0,47.98
4104,1375,141,2,313.05,0,626.1
4105,1375,67,3,175.88,0,527.64
4106,1375,67,1,175.88,24.47,132.84
4107,1375,57,1,169.37,24.28,128.25
4108,1375,114,3,161.23,0,483.69
4109,1376,71,1,417.01,0,417.01
4110,1376,131,2,110.73,17.95,181.71
4111,1376,44,1,160.23,0,160.23
4112,1376,7,2,161.62,0,323.24
4113,1377,142,3,523.19,0,1569.57
4114,1377,65,2,124.62,22.04,194.31
4115,1377,131,2,110.73,19.07,179.23
4116,1377,145,3,147.74,0,443.22
4117,1378,101,3,237.82,5.03,677.57
4118,1378,28,1,288.73,0,288.73
4119,1379,55,3,175.5,0,526.5
4120,1379,77,1,393.08,0,393.08
4121,1380,95,3,286.88,0,860.64
4122,1380,103,1,262.55,0,262.55
4123,1380,110,1,117.83,0,117.83
4124,1380,74,1,182.73,24.84,137.34
4125,1381,14,2,46.37,10.79,82.73
4126,1381,40,3,218.91,0,656.73
4127,1381,78,1,257.47,0,257.47
4128,1381,19,3,205.14,0,615.42
4129,1381,84,3,244.5,0,733.5
4130,1382,14,1,46.37,7.29,42.99
4131,1382,41,2,487.92,0,975.84
4132,1382,90,2,372.24,0,744.48
4133,1382,35,3,154.1,0,462.3
4134,1383,112,3,337.36,0,1012.08
4135,1384,143,2,250.88,16.27,420.12
4136,1384,88,3,125.18,0,375.54
4137,1384,121,1,71.56,0,71.56
4138,1385,29,3,425.14,0,1275.42
4139,1385,111,2,59.63,18.28,97.46
4140,1385,29,2,425.14,0,850.28
4141,1385,98,3,138.65,0,415.95
4142,1385,138,3,311.49,0,934.47
4143,1386,79,2,42.36,13.84,72.99
4144,1386,114,1,161.23,0,161.23
4145,1386,76,1,19.83,0,19.83
4146,1386,18,3,379.87,0,1139.61
4147,1387,79,2,42.36,0,84.72
4148,1387,79,1,42.36,0,42.36
4149,1388,135,2,392.64,24.91,589.67
4150,1388,118,3,342.01,10.18,921.58
4151,1389,73,3,167.78,0,503.34
4152,1389,32,3,506.55,0,1519.65
4153,1389,48,2,330.28,20.96,522.11
4154,1389,81,1,473.45,0,473.45
4155,1389,4,3,191.5,19.59,461.96
4156,1390,51,2,75.14,0,150.28
4157,1390,139,2,42.59,0,85.18
4158,1390,99,2,486.54,0,973.08
4159,1390,92,1,253.23,0,253.23
4160,1391,24,3,232.79,16.04,586.35
4161,1392,131,3,110.73,0,332.19
4162,1392,8,3,350.28,0,1050.84
4163,1393,92,1,253.23,0,253.23
4164,1393,102,1,49.61,12.09,43.61
4165,1393,107,2,47.98,0,95.96
4166,1393,47,2,249.36,15.75,420.17
4167,1394,19,3,205.14,0,615.42
4168,1394,31,2,442.48,0,884.96
4169,1394,140,2,373.15,0,746.3
4170,1394,89,1,96.2,0,96.2
4171,1394,95,2,286.88,0,573.76
4172,1395,128,2,368.73,0,737.46
4173,1396,126,2,286.8,0,573.6
4174,1396,148,1,504.75,0,504.75
4175,1396,39,3,236.54,0,709.62
4176,1397,131,3,110.73,0,332.19
4177,1397,31,2,442.48,0,884.96
4178,1397,84,2,244.5,0,489
4179,1397,87,2,297.63,0,595.26
4180,1398,66,2,82.16,6.74,153.24
4181,1399,144,1,266.65,0,266.65
4182,1399,41,2,487.92,17.09,809.07
4183,1400,87,2,297.63,13.68,513.83
4184,1400,68,3,66.75,0,200.25
4185,1401,31,2,442.48,13.2,768.15
4186,1401,81,3,473.45,0,1420.35
4187,1401,23,3,54.92,8.56,150.66
4188,1402,27,1,200.94,0,200.94
4189,1402,75,3,399.25,0,1197.75
4190,1402,77,1,393.08,0,393.08
4191,1402,12,2,199.05,0,398.1
4192,1402,138,3,311.49,0,934.47
4193,1403,80,2,387.75,7.98,713.62
4194,1404,31,2,442.48,0,884.96
4195,1404,90,3,372.24,0,1116.72
4196,1404,9,1,89.85,0,89.85
4197,1405,140,2,373.15,0,746.3
4198,1405,38,3,240.13,0,720.39
4199,1405,108,3,88.49,11.17,235.82
4200,1406,64,2,353.16,16.2,591.9
4201,1406,144,2,266.65,0,533.3
4202,1406,141,2,313.05,11.23,555.79
4203,1407,128,2,368.73,16.92,612.68
4204,1408,58,3,437.59,9.75,1184.77
4205,1408,94,3,74.91,0,224.73
4206,1408,21,3,155.78,0,467.34
4207,1408,24,3,232.79,15.46,590.4
4208,1408,92,3,253.23,0,759.69
4209,1409,13,2,87.4,23.97,132.9
4210,1410,117,2,35.4,17.24,58.59
4211,1410,89,3,96.2,0,288.6
4212,1410,29,2,425.14,0,850.28
4213,1410,133,3,330.48,0,991.44
4214,1411,91,1,31.82,6.5,29.75
4215,1411,20,1,192.67,0,192.67
4216,1411,96,2,229.91,0,459.82
4217,1411,135,3,392.64,0,1177.92
4218,1412,23,3,54.92,0,164.76
4219,1412,31,2,442.48,0,884.96
4220,1413,31,2,442.48,0,884.96
4221,1413,97,3,366.3,0,1098.9
4222,1413,84,2,244.5,0,489
4223,1413,59,3,54.43,0,163.29
4224,1414,52,2,118.79,23.66,181.37
4225,1415,118,2,342.01,10.14,614.66
4226,1415,26,3,445.7,0,1337.1
4227,1415,118,1,342.01,0,342.01
4228,1415,99,2,486.54,9.66,879.08
4229,1416,114,2,161.23,0,322.46
4230,1416,57,1,169.37,0,169.37
4231,1416,136,3,519.54,0,1558.62
4232,1416,65,1,124.62,16.71,103.8
4233,1416,27,1,200.94,5.56,189.77
4234,1417,76,2,19.83,0,39.66
4235,1417,113,2,159.6,11.26,283.26
4236,1417,140,3,373.15,0,1119.45
4237,1417,126,3,286.8,0,860.4
4238,1417,85,3,442.86,0,1328.58
4239,1418,132,3,281.25,12.37,739.38
4240,1419,112,2,337.36,7.04,627.22
4241,1420,148,2,504.75,0,1009.5
4242,1421,148,2,504.75,0,1009.5
4243,1421,80,3,387.75,0,1163.25
4244,1422,29,1,425.14,0,425.14
4245,1422,7,1,161.62,12.61,141.24
4246,1422,131,1,110.73,0,110.73
4247,1423,10,2,524.84,17.25,868.61
4248,1423,60,1,143.86,0,143.86
4249,1423,118,3,342.01,0,1026.03
4250,1423,77,2,393.08,0,786.16
4251,1424,22,1,273.26,22.39,212.08
4252,1424,95,2,286.88,0,573.76
4253,1424,56,1,141.38,0,141.38
4254,1424,84,1,244.5,0,244.5
4255,1424,150,2,312.27,0,624.54
4256,1425,68,2,66.75,0,133.5
4257,1425,15,1,180.2,0,180.2
4258,1425,122,1,312.37,0,312.37
4259,1426,90,2,372.24,0,744.48
4260,1426,3,1,164.79,0,164.79
4261,1426,102,2,49.61,0,99.22
4262,1426,1,2,271.37,0,542.74
4263,1426,64,3,353.16,0,1059.48
4264,1427,130,1,397.97,0,397.97
4265,1427,13,2,87.4,0,174.8
4266,1427,56,3,141.38,0,424.14
4267,1428,90,2,372.24,0,744.48
4268,1428,75,3,399.25,0,1197.75
4269,1428,133,3,330.48,0,991.44
4270,1428,6,3,461.37,0,1384.11
4271,1429,53,3,227.55,0,682.65
4272,1429,3,2,164.79,14.2,282.78
4273,1429,103,2,262.55,0,525.1
4274,1429,6,2,461.37,0,922.74
4275,1429,3,3,164.79,0,494.37
4276,1430,88,2,125.18,0,250.36
4277,1430,132,3,281.25,19.84,676.35
4278,1431,42,1,289.79,0,289.79
4279,1431,72,2,352.35,0,704.7
4280,1431,137,2,141.31,15.44,238.98
4281,1431,95,3,286.88,0,860.64
4282,1431,64,3,353.16,0,1059.48
4283,1432,33,2,414.38,18.53,675.19
4284,1433,124,2,78.44,0,156.88
4285,1433,26,2,445.7,0,891.4
4286,1433,142,3,523.19,0,1569.57
4287,1433,99,2,486.54,0,973.08
4288,1433,111,1,59.63,0,59.63
4289,1434,8,1,350.28,0,350.28
4290,1435,44,3,160.23,5.91,452.28
4291,1435,72,3,352.35,0,1057.05
4292,1435,70,1,283.91,0,283.91
4293,1436,84,3,244.5,5.84,690.66
4294,1436,105,3,197.09,0,591.27
4295,1436,103,2,262.55,15.05,446.07
4296,1437,149,3,305.78,0,917.34
4297,1438,140,3,373.15,0,1119.45
4298,1438,17,3,275.65,15.14,701.75
4299,1438,28,1,288.73,18.98,233.93
4300,1438,103,1,262.55,0,262.55
4301,1438,115,1,253.1,0,253.1
4302,1439,127,1,115.38,0,115.38
4303,1439,71,1,417.01,0,417.01
4304,1439,53,2,227.55,0,455.1
4305,1439,14,3,46.37,0,139.11
4306,1440,6,1,461.37,0,461.37
4307,1440,82,1,226.78,18.52,184.78
4308,1440,41,2,487.92,6.07,916.61
4309,1441,98,1,138.65,0,138.65
4310,1441,145,2,147.74,0,295.48
4311,1442,61,1,189.04,24.37,142.97
4312,1442,144,2,266.65,0,533.3
4313,1442,145,2,147.74,0,295.48
4314,1443,17,3,275.65,0,826.95
4315,1443,11,2,440.79,22.26,685.34
4316,1444,9,2,89.85,0,179.7
4317,1444,78,2,257.47,0,514.94
4318,1444,148,2,504.75,10.96,898.86
4319,1444,106,3,314.1,0,942.3
4320,1444,24,2,232.79,15.82,391.93
4321,1445,97,1,366.3,10.99,326.04
4322,1445,118,2,342.01,0,684.02
4323,1445,128,1,368.73,22.17,286.98
